location,elevation,slope,soil_type,date,flood_severity,drought_severity,temp_max,temp_min,precipitation,soil_moisture,Watershed,river_flow,groundwater_level,reservoir_level,year,month,day,week,day_of_week,is_weekend,cumulative_precipitation,lag_groundwater_level_1d,lag_groundwater_level_7d,rolling_mean_water_7d,rolling_std_water_7d,precipitation_normalized,groundwater_level_normalized,cumulative_precipitation_normalized,flood,drought
Yagoua,330,3,silty,2011-01-10,0,1,33.0,19.0,0.0,12.14,0,44,0,44.5,2011,1,10,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-11,0,1,33.0,19.0,0.0,12.14,0,43,0,43.0,2011,1,11,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-12,0,1,33.0,19.0,0.0,12.14,0,42,0,43.0,2011,1,12,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-13,0,1,33.0,19.0,0.0,12.14,0,41,0,43.0,2011,1,13,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-14,0,1,33.0,19.0,0.0,12.14,0,41,0,43.0,2011,1,14,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-15,0,1,33.0,19.0,0.0,12.14,0,40,0,43.0,2011,1,15,2,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-16,0,1,33.0,19.0,0.0,12.14,0,40,0,43.0,2011,1,16,2,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-17,0,1,33.0,19.0,0.0,12.14,0,39,0,43.0,2011,1,17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-18,0,1,33.0,19.0,0.0,12.14,0,39,0,43.0,2011,1,18,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-19,0,1,33.0,19.0,0.0,12.14,0,38,0,42.0,2011,1,19,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-20,0,1,33.0,19.0,0.0,12.14,0,38,0,42.0,2011,1,20,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-21,0,1,33.0,19.0,0.0,12.14,0,37,0,41.5,2011,1,21,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-22,0,1,33.0,19.0,0.0,10.35,0,37,0,41.5,2011,1,22,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-23,0,1,33.0,19.0,0.0,10.35,0,36,0,41.5,2011,1,23,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-24,0,1,37.0,19.0,0.0,10.35,0,36,0,41.5,2011,1,24,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-25,0,1,37.0,19.0,0.0,10.35,0,36,0,41.5,2011,1,25,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-26,0,1,37.0,19.0,0.0,10.35,0,36,0,41.5,2011,1,26,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-27,0,1,37.0,19.0,0.0,10.35,0,36,0,41.5,2011,1,27,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-28,0,1,37.0,19.0,0.0,10.35,0,35,0,41.0,2011,1,28,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-29,0,1,37.0,19.0,0.0,10.35,0,35,0,41.0,2011,1,29,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-30,0,1,37.0,19.0,0.0,10.35,0,35,0,41.0,2011,1,30,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-01-31,0,1,37.0,19.0,0.0,10.35,0,34,0,41.0,2011,1,31,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-01,0,1,37.0,19.0,0.0,10.35,0,33,0,40.0,2011,2,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-02,0,1,37.0,19.0,0.0,10.35,0,32,0,40.0,2011,2,2,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-03,0,1,37.0,19.0,0.0,10.35,0,34,0,40.0,2011,2,3,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-04,0,1,37.0,19.0,0.0,10.35,0,33,0,40.0,2011,2,4,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-05,0,1,37.0,19.0,0.0,8.88,0,32,0,40.0,2011,2,5,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-06,0,1,37.0,19.0,0.0,8.88,0,31,0,38.0,2011,2,6,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-07,0,1,37.0,21.0,0.0,8.88,0,31,0,35.5,2011,2,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-08,0,1,37.0,21.0,0.0,8.88,0,30,0,35.5,2011,2,8,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-09,0,1,37.0,21.0,0.0,8.88,0,29,0,35.5,2011,2,9,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-10,0,1,37.0,21.0,0.0,8.88,0,29,0,35.5,2011,2,10,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-11,0,1,37.0,21.0,0.0,8.88,0,28,0,35.5,2011,2,11,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-12,0,1,37.0,21.0,0.0,8.88,0,28,0,35.5,2011,2,12,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-13,0,1,37.0,21.0,0.0,8.88,0,27,0,35.5,2011,2,13,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-14,0,1,37.0,21.0,0.0,8.88,0,27,0,35.0,2011,2,14,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-15,0,1,37.0,21.0,0.0,8.88,0,26,0,35.0,2011,2,15,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-16,0,1,37.0,21.0,0.0,8.88,0,26,0,35.0,2011,2,16,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-17,0,1,37.0,21.0,0.0,8.88,0,25,0,35.0,2011,2,17,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-18,0,1,37.0,21.0,0.0,8.88,0,25,0,35.0,2011,2,18,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-19,0,1,37.0,21.0,0.0,8.88,0,25,0,35.0,2011,2,19,7,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-20,0,1,37.0,21.0,0.0,8.88,0,25,0,35.0,2011,2,20,7,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-21,0,1,37.0,21.0,0.0,8.88,0,24,0,35.0,2011,2,21,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-22,0,1,37.0,21.0,0.0,8.88,0,24,0,35.0,2011,2,22,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-23,0,1,37.0,21.0,0.0,8.88,0,23,0,33.5,2011,2,23,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-24,0,1,37.0,21.0,0.0,8.88,0,23,0,33.5,2011,2,24,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-25,0,1,37.0,21.0,0.0,8.88,0,22,0,33.5,2011,2,25,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-26,0,1,37.0,21.0,0.0,8.88,0,21,0,33.5,2011,2,26,8,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-27,0,1,37.0,21.0,0.0,8.88,0,21,0,33.5,2011,2,27,8,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-02-28,0,1,37.0,21.0,0.0,8.88,0,20,0,33.5,2011,2,28,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-01,0,1,37.0,25.0,0.0,8.88,0,20,0,33.5,2011,3,1,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-02,0,1,40.0,25.0,0.0,8.88,0,20,0,33.5,2011,3,2,9,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-03,0,1,40.0,25.0,0.0,8.88,0,20,0,33.5,2011,3,3,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-04,0,1,40.0,25.0,0.0,8.88,0,20,0,33.5,2011,3,4,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-05,0,1,40.0,25.0,0.0,8.88,0,20,0,33.5,2011,3,5,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-06,0,1,40.0,25.0,0.0,8.88,0,19,0,33.5,2011,3,6,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-07,0,1,40.0,25.0,0.0,8.88,0,19,0,33.5,2011,3,7,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-08,0,1,40.0,25.0,0.0,8.88,0,18,0,33.5,2011,3,8,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-09,0,1,40.0,25.0,0.0,8.88,0,18,0,33.5,2011,3,9,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-10,0,1,40.0,25.0,0.0,8.88,0,17,0,32.0,2011,3,10,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-11,0,1,40.0,25.0,0.0,8.88,0,17,0,32.0,2011,3,11,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-12,0,1,40.0,25.0,0.0,8.88,0,17,0,32.0,2011,3,12,10,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-13,0,1,40.0,25.0,0.0,8.88,0,17,0,32.0,2011,3,13,10,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-14,0,1,40.0,25.0,0.0,8.88,0,17,0,32.0,2011,3,14,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-15,0,1,40.0,25.0,0.0,8.88,0,16,0,32.0,2011,3,15,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-16,0,1,40.0,25.0,0.0,8.88,0,16,0,32.0,2011,3,16,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-17,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,17,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-18,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,18,11,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-19,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,19,11,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-20,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,20,11,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-21,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,21,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-22,0,1,40.0,25.0,0.0,8.88,0,15,0,32.0,2011,3,22,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-23,0,1,40.0,25.0,0.0,8.88,0,14,0,32.0,2011,3,23,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-24,0,1,40.0,25.0,0.0,8.88,0,14,0,32.0,2011,3,24,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-25,0,1,40.0,25.0,0.0,8.88,0,14,0,32.0,2011,3,25,12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-26,0,1,40.0,25.0,0.0,8.88,0,13,0,32.0,2011,3,26,12,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-27,0,1,40.0,25.0,0.0,8.88,0,13,0,32.0,2011,3,27,12,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-28,0,1,40.0,25.0,0.0,8.88,0,13,0,32.0,2011,3,28,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-29,0,1,40.0,25.0,0.0,8.88,0,13,0,31.0,2011,3,29,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-30,0,1,40.0,25.0,0.0,8.88,0,13,0,31.0,2011,3,30,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-03-31,0,1,41.0,25.0,0.0,8.88,0,13,0,31.0,2011,3,31,13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-01,0,1,41.0,25.0,0.0,8.88,0,14,0,31.0,2011,4,1,13,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-02,0,1,41.0,25.0,0.0,8.88,0,14,0,31.0,2011,4,2,13,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-03,0,1,41.0,25.0,0.0,8.88,0,15,0,31.0,2011,4,3,13,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-04,0,1,41.0,25.0,0.0,8.88,0,15,0,31.0,2011,4,4,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-05,0,1,41.0,25.0,0.0,8.88,0,16,0,31.0,2011,4,5,14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-06,0,1,41.0,25.0,0.0,8.88,0,17,0,31.0,2011,4,6,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-07,0,1,41.0,25.0,0.0,8.88,0,19,0,31.0,2011,4,7,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-08,0,1,41.0,28.0,0.0,8.88,0,21,0,31.0,2011,4,8,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-09,0,1,41.0,28.0,0.0,8.88,0,23,0,29.5,2011,4,9,14,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-10,0,1,41.0,28.0,0.0,8.88,0,25,0,29.5,2011,4,10,14,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-11,0,1,41.0,28.0,0.0,8.88,0,26,0,29.5,2011,4,11,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-12,0,1,41.0,28.0,0.0,8.88,0,28,0,29.5,2011,4,12,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-13,0,1,41.0,28.0,0.0,8.88,0,38,0,29.5,2011,4,13,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-14,0,1,41.0,28.0,0.0,8.88,0,45,0,29.5,2011,4,14,15,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-15,0,1,41.0,28.0,0.0,8.88,0,47,0,29.5,2011,4,15,15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-16,0,1,41.0,28.0,0.0,8.88,0,47,0,29.5,2011,4,16,15,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-17,0,1,41.0,28.0,0.0,8.88,0,45,0,28.5,2011,4,17,15,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-18,0,1,41.0,28.0,0.0,8.88,0,43,0,28.5,2011,4,18,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-19,0,1,41.0,28.0,0.0,8.88,0,42,0,28.5,2011,4,19,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-20,0,1,41.0,28.0,0.0,8.88,0,41,0,28.5,2011,4,20,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-21,0,1,41.0,28.0,0.0,8.88,0,44,0,28.5,2011,4,21,16,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-22,0,1,41.0,28.0,0.0,8.88,0,45,0,28.5,2011,4,22,16,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-23,0,1,41.0,28.0,0.0,8.88,0,47,0,28.5,2011,4,23,16,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-24,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.5,2011,4,24,16,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-25,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,25,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-26,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,26,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-27,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,27,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-28,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,28,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-29,0,1,41.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,29,17,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-04-30,0,1,39.0,28.0,0.0,8.88,1,-999,0,28.0,2011,4,30,17,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-01,0,1,39.0,28.0,0.0,8.88,1,-999,0,27.0,2011,5,1,17,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-02,0,1,39.0,28.0,0.0,14.22,1,-999,0,27.0,2011,5,2,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-03,0,1,39.0,28.0,0.0,15.38,1,-999,0,27.0,2011,5,3,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-04,0,1,39.0,28.0,0.0,18.44,1,-999,0,27.0,2011,5,4,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-05,0,1,39.0,28.0,0.0,18.44,1,-999,0,27.0,2011,5,5,18,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-06,0,1,39.0,28.0,0.0,18.44,1,-999,0,27.0,2011,5,6,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-07,0,1,39.0,28.0,0.0,18.44,1,-999,0,27.0,2011,5,7,18,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-08,0,1,39.0,28.0,0.0,18.44,1,-999,0,25.5,2011,5,8,18,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-09,0,1,39.0,29.0,0.0,18.44,1,-999,0,25.5,2011,5,9,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-10,0,1,39.0,29.0,0.0,18.44,1,-999,0,25.5,2011,5,10,19,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-11,0,1,39.0,29.0,0.0,21.76,1,-999,0,27.5,2011,5,11,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-12,0,1,39.0,29.0,0.0,24.33,1,-999,0,27.5,2011,5,12,19,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-13,0,1,39.0,29.0,0.0,26.55,1,-999,0,27.5,2011,5,13,19,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-14,0,1,39.0,29.0,0.0,26.55,1,-999,0,27.5,2011,5,14,19,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-15,0,1,39.0,29.0,0.0,29.02,1,-999,0,27.5,2011,5,15,19,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Yagoua,330,3,silty,2011-05-16,0,1,39.0,29.0,0.0,29.02,1,-999,0,29.0,2011,5,16,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
